idoffspring	siresim	damsim	a	e	p	fam	pool
off.22990	id0030	id0031	79.9025743929787	371.937709676326	451.840284069305	23	0
off.38858	id0033	id0028	266.684149252723	185.359408620403	452.043557873126	39	0
off.4584	id0040	id0028	130.652457963739	321.499582660307	452.152040624046	5	0
off.4805	id0040	id0028	176.410101593299	277.715208148454	454.125309741753	5	0
off.49793	id0023	id0036	164.864826048541	289.811284900708	454.67611094925	50	0
off.38725	id0033	id0028	293.605605885012	161.110797324999	454.716403210011	39	0
off.39800	id0024	id0036	95.0243790417223	359.933091200462	454.957470242184	40	0
off.19122	id0023	id0035	208.806691799711	248.491874217488	457.298566017199	20	0
off.4185	id0040	id0028	114.835075894148	342.763903850908	457.598979745056	5	0
off.22339	id0030	id0031	50.2301876066833	407.65686104906	457.887048655743	23	0
off.49851	id0023	id0036	174.948688351798	283.261032067733	458.209720419531	50	0
off.22684	id0030	id0031	86.4796892825444	371.798300875353	458.277990157897	23	0
off.39266	id0024	id0036	64.5366674148439	394.010352588223	458.547020003067	40	0
off.49094	id0023	id0036	153.098748571184	305.533558606096	458.632307177281	50	0
off.19846	id0023	id0035	135.25163564719	323.532940125156	458.784575772346	20	0
off.39459	id0024	id0036	138.217622851243	320.860365905725	459.077988756968	40	0
off.22262	id0030	id0031	40.9323305748597	419.646841434261	460.579172009121	23	0
off.435	id0030	id0036	209.329228870957	251.8135343781	461.142763249058	1	0
off.40375	id0030	id0034	211.251316990835	249.958190364563	461.209507355398	41	0
off.38633	id0033	id0028	227.738825983764	233.596490290391	461.335316274154	39	0
off.684	id0030	id0036	33.0993561026764	428.56626567258	461.665621775256	1	0
off.39617	id0024	id0036	49.2798652653483	412.546329328975	461.826194594324	40	0
off.49595	id0023	id0036	85.9781681480557	375.850106374167	461.828274522223	50	0
off.38293	id0033	id0028	319.092023572306	143.072379356641	462.164402928947	39	0
off.369	id0030	id0036	14.1925825599199	448.550554137956	462.743136697876	1	0
off.26851	id0033	id0035	233.724915810243	229.360040189947	463.084956000189	27	0
off.22924	id0030	id0031	126.604603272074	336.618387115078	463.222990387152	23	0
off.19624	id0023	id0035	205.940469507906	257.706280644232	463.646750152137	20	0
off.40510	id0030	id0034	153.505760417332	310.367920255441	463.873680672773	41	0
off.49234	id0023	id0036	193.036722539007	270.871787698347	463.908510237354	50	0
off.49267	id0023	id0036	159.210989619475	305.671483372251	464.882472991726	50	0
off.19306	id0023	id0035	150.159070218876	314.960029032132	465.119099251008	20	0
off.39235	id0024	id0036	105.151362212884	361.410889834094	466.562252046978	40	0
off.49777	id0023	id0036	59.389491787061	407.323404077061	466.712895864122	50	0
off.49742	id0023	id0036	51.2974340393606	415.566403705392	466.863837744753	50	0
off.4964	id0040	id0028	238.821602962364	228.202838354721	467.024441317084	5	0
off.40397	id0030	id0034	80.646993963008	386.780623573454	467.427617536462	41	0
off.40082	id0030	id0034	129.737361393358	338.231509125263	467.968870518621	41	0
off.290	id0030	id0036	178.519155583686	289.589030027309	468.108185610995	1	0
off.22043	id0030	id0031	85.0902101970691	383.58130097044	468.671511167509	23	0
off.22296	id0030	id0031	35.2520427399142	434.33416432037	469.586207060284	23	0
off.39020	id0024	id0036	80.0083154737346	389.695549876099	469.703865349834	40	0
off.10987	id0024	id0034	139.127359249162	330.649078261281	469.776437510443	11	0
off.10112	id0024	id0034	47.5413582602951	422.354999003144	469.896357263439	11	0
off.40116	id0030	id0034	77.2375101130172	392.732657190635	469.970167303652	41	0
off.4229	id0040	id0028	187.677387607805	282.574371684999	470.251759292805	5	0
off.22519	id0030	id0031	74.9721574306339	395.328444174394	470.300601605028	23	0
off.10717	id0024	id0034	225.488581543532	245.255306998613	470.743888542145	11	0
off.22194	id0030	id0031	49.8636618201021	421.244389459077	471.108051279179	23	0
off.38841	id0033	id0028	188.92948363104	282.967570642043	471.897054273082	39	0
off.10393	id0024	id0034	165.504535766056	306.643919562782	472.148455328838	11	0
off.843	id0030	id0036	41.3047615862271	431.326231166458	472.630992752685	1	0
off.22057	id0030	id0031	29.8478697684128	442.981764133745	472.829633902158	23	0
off.40584	id0030	id0034	145.099856836414	327.834600774925	472.934457611339	41	0
off.39066	id0024	id0036	87.0457763314422	385.900352971652	472.946129303094	40	0
off.40715	id0030	id0034	89.8205566099963	383.366133826721	473.186690436717	41	0
off.39583	id0024	id0036	65.4670632752735	408.00494635846	473.472009633734	40	0
off.679	id0030	id0036	70.1390671647193	403.444458710007	473.583525874726	1	0
off.4539	id0040	id0028	122.15376904616	351.478509749344	473.632278795505	5	0
off.4073	id0040	id0028	124.943518696901	349.912395586278	474.85591428318	5	0
off.19649	id0023	id0035	132.766954635283	342.866643216493	475.633597851775	20	0
off.22218	id0030	id0031	135.168776588993	340.866998507441	476.035775096434	23	0
off.4715	id0040	id0028	119.882096187564	356.200963385984	476.083059573549	5	0
off.10530	id0024	id0034	176.683317204891	299.725792273673	476.409109478564	11	0
off.40730	id0030	id0034	77.402095290851	399.508526405838	476.910621696689	41	0
off.22456	id0030	id0031	50.7824060138921	426.148406702871	476.930812716763	23	0
off.4731	id0040	id0028	211.045920961403	265.904075190549	476.949996151952	5	0
off.686	id0030	id0036	157.86285252627	320.096494331582	477.959346857852	1	0
off.40391	id0030	id0034	183.643959790525	294.371478745686	478.015438536211	41	0
off.10598	id0024	id0034	206.319595730856	271.893674814217	478.213270545073	11	0
off.40508	id0030	id0034	131.240758600148	347.11772741348	478.358486013629	41	0
off.4129	id0040	id0028	174.631636608102	303.766781682164	478.398418290267	5	0
off.39043	id0024	id0036	114.157687589796	364.407096267852	478.564783857647	40	0
off.19634	id0023	id0035	179.97123776163	298.675387024259	478.646624785889	20	0
off.22524	id0030	id0031	122.019685585672	356.708841497425	478.728527083097	23	0
off.4423	id0040	id0028	191.972838478262	286.773482171853	478.746320650115	5	0
off.39953	id0024	id0036	111.014849618194	367.963049084941	478.977898703135	40	0
off.796	id0030	id0036	132.84754935849	346.222069323813	479.069618682302	1	0
off.22770	id0030	id0031	110.295089651874	369.721814701263	480.016904353136	23	0
off.19523	id0023	id0035	249.217889075615	231.083295046858	480.301184122473	20	0
off.22102	id0030	id0031	16.0671704107964	464.517401713304	480.5845721241	23	0
off.40034	id0030	id0034	200.751247917935	279.996358161274	480.747606079208	41	0
off.891	id0030	id0036	93.81848281135	387.24636383082	481.06484664217	1	0
off.4015	id0040	id0028	47.590361045469	433.634019229253	481.224380274722	5	0
off.40503	id0030	id0034	118.301522073927	363.075183843649	481.376705917576	41	0
off.4832	id0040	id0028	146.851960661525	334.696975801265	481.54893646279	5	0
off.10493	id0024	id0034	246.152035588978	235.665392925501	481.817428514478	11	0
off.287	id0030	id0036	132.448561128174	349.89059451745	482.339155645624	1	0
off.26947	id0033	id0035	266.912848505676	215.526116100116	482.438964605792	27	0
off.22476	id0030	id0031	170.565760830492	311.98218830487	482.547949135361	23	0
off.4354	id0040	id0028	200.9089177252	282.114158269393	483.023075994593	5	0
off.4140	id0040	id0028	85.633348788386	397.767020929074	483.40036971746	5	0
off.38632	id0033	id0028	274.252416277272	209.251301555518	483.50371783279	39	0
off.49772	id0023	id0036	185.745410502605	297.779023675089	483.524434177694	50	0
off.26108	id0033	id0035	264.400273168818	219.754020963154	484.154294131971	27	0
off.40487	id0030	id0034	105.749704909306	378.764354575911	484.514059485218	41	0
off.19065	id0023	id0035	142.698173125284	341.867779860765	484.56595298605	20	0
off.965	id0030	id0036	86.9820031097312	397.644824138778	484.626827248509	1	0
off.19924	id0023	id0035	206.964499693892	278.675469981678	485.63996967557	20	0
off.40690	id0030	id0034	175.15166329972	311.019746328917	486.171409628637	41	0
off.40534	id0030	id0034	195.455625940144	290.966829084341	486.422455024485	41	0
off.19250	id0023	id0035	159.261432279062	327.561572624303	486.823004903365	20	0
off.4041	id0040	id0028	126.274736559878	360.595697125707	486.870433685585	5	0
off.39406	id0024	id0036	155.881405570623	331.422308874233	487.303714444856	40	0
off.26744	id0033	id0035	245.858046970548	241.672705911529	487.530752882077	27	0
off.19597	id0023	id0035	275.010695774492	212.885104639998	487.89580041449	20	0
off.49598	id0023	id0036	110.536030813358	377.555939709427	488.091970522785	50	0
off.4493	id0040	id0028	116.802623324721	371.489473857873	488.292097182594	5	0
off.19360	id0023	id0035	153.35554103894	334.941192400579	488.296733439519	20	0
off.4785	id0040	id0028	94.413137910356	393.912039207935	488.325177118291	5	0
off.38127	id0033	id0028	302.631831615159	185.964659481746	488.596491096905	39	0
off.40087	id0030	id0034	205.06993901177	284.009197184724	489.079136196493	41	0
off.931	id0030	id0036	200.736352636596	288.408211124577	489.144563761173	1	0
off.10896	id0024	id0034	239.37351572477	249.937766553926	489.311282278696	11	0
off.49758	id0023	id0036	141.964578478873	347.799462550135	489.764041029007	50	0
off.22459	id0030	id0031	-35.5606619261268	525.471543217019	489.910881290892	23	0
off.4947	id0040	id0028	124.328747958801	365.980578590612	490.309326549414	5	0
off.26254	id0033	id0035	163.771743635271	326.699160356339	490.47090399161	27	0
off.22435	id0030	id0031	104.994996593448	385.502089250933	490.497085844381	23	0
off.22514	id0030	id0031	125.729531104078	364.862370781888	490.591901885965	23	0
off.39428	id0024	id0036	4.86321809225052	485.78928378217	490.65250187442	40	0
off.4856	id0040	id0028	64.7450762211785	425.995568095472	490.740644316651	5	0
off.40347	id0030	id0034	148.175603491635	342.581112392321	490.756715883956	41	0
off.10742	id0024	id0034	134.78782429212	356.464502960245	491.252327252364	11	0
off.22182	id0030	id0031	152.612646297651	338.764512233068	491.377158530719	23	0
off.4876	id0040	id0028	72.6830505347433	418.904676690918	491.587727225661	5	0
off.10750	id0024	id0034	83.9753453912785	408.289486585807	492.264831977085	11	0
off.40744	id0030	id0034	108.699642827739	383.67965728544	492.379300113179	41	0
off.39245	id0024	id0036	228.764679466149	263.679861183913	492.444540650062	40	0
off.38998	id0033	id0028	172.818942970997	319.641946592974	492.460889563971	39	0
off.26234	id0033	id0035	299.384518235899	193.277293142766	492.661811378665	27	0
off.19387	id0023	id0035	193.032921298645	299.66826367838	492.701184977025	20	0
off.10340	id0024	id0034	111.696733804528	381.620655385922	493.31738919045	11	0
off.4357	id0040	id0028	159.856337473054	334.073764278139	493.930101751193	5	0
off.39676	id0024	id0036	95.6097944475414	398.351407415683	493.961201863224	40	0
off.26214	id0033	id0035	412.842050167148	81.5407997757713	494.382849942919	27	0
off.22003	id0030	id0031	120.658007633095	373.901335181831	494.559342814926	23	0
off.987	id0030	id0036	48.7470307934003	445.841689484487	494.588720277888	1	0
off.49699	id0023	id0036	145.926024981237	349.044006432966	494.970031414203	50	0
off.49608	id0023	id0036	107.256801923901	388.134234619276	495.391036543176	50	0
off.37	id0030	id0036	175.079841175842	320.405710832397	495.485552008239	1	0
off.977	id0030	id0036	107.640964544699	388.236677853619	495.877642398318	1	0
off.40341	id0030	id0034	22.109729784169	474.597002305683	496.706732089852	41	0
off.26272	id0033	id0035	265.727922358954	231.41086264193	497.138785000883	27	0
off.49340	id0023	id0036	208.238319997837	288.989299079518	497.227619077356	50	0
off.39840	id0024	id0036	137.706760969482	359.742523565854	497.449284535337	40	0
off.39364	id0024	id0036	98.383530754264	399.079614403552	497.463145157816	40	0
off.22472	id0030	id0031	56.0794455540177	441.65488274254	497.734328296557	23	0
off.49682	id0023	id0036	54.0528066819166	443.896641837337	497.949448519253	50	0
off.38559	id0033	id0028	167.478485631966	331.01901718325	498.497502815216	39	0
off.10797	id0024	id0034	264.412805555096	234.16279861007	498.575604165166	11	0
off.39665	id0024	id0036	93.1540551814728	405.749265205986	498.903320387459	40	0
off.582	id0030	id0036	139.073895745167	360.256922669711	499.330818414878	1	0
off.40703	id0030	id0034	217.549917774559	282.120852809115	499.670770583674	41	0
off.4874	id0040	id0028	68.7709367018704	431.363229661889	500.134166363759	5	0
off.49767	id0023	id0036	151.241523920143	349.253762658217	500.49528657836	50	0
off.38587	id0033	id0028	110.609117872387	390.452583112704	501.06170098509	39	0
off.22505	id0030	id0031	69.1083824349329	433.399278701613	502.507661136546	23	0
off.487	id0030	id0036	48.6612388329958	453.978612642308	502.639851475304	1	0
off.39901	id0024	id0036	84.0477484392171	418.945557457157	502.993305896374	40	0
off.49240	id0023	id0036	111.17550439953	392.143602489233	503.319106888763	50	0
off.145	id0030	id0036	39.9867334414192	463.591892064266	503.578625505686	1	0
off.39516	id0024	id0036	164.920664034127	338.755062371925	503.675726406052	40	0
off.22201	id0030	id0031	106.985638354002	397.097945433371	504.083583787373	23	0
off.19276	id0023	id0035	192.355413348678	312.562286496892	504.917699845571	20	0
off.19148	id0023	id0035	134.907577474189	370.50401945451	505.411596928699	20	0
off.38822	id0033	id0028	244.786929180746	260.786691688733	505.57362086948	39	0
off.22763	id0030	id0031	72.2746640968534	433.370423809706	505.645087906559	23	0
off.49715	id0023	id0036	137.473012870189	368.430138040636	505.903150910825	50	0
off.22597	id0030	id0031	66.6501052350866	439.892282003309	506.542387238396	23	0
off.39513	id0024	id0036	46.5097357239673	460.967068293558	507.476804017526	40	0
off.10472	id0024	id0034	256.672257278077	250.813788467073	507.48604574515	11	0
off.878	id0030	id0036	27.5424398395333	480.68598540052	508.228425240053	1	0
off.10753	id0024	id0034	168.083354251571	340.161961088995	508.245315340566	11	0
off.40241	id0030	id0034	143.389951013093	364.980391306362	508.370342319456	41	0
off.4767	id0040	id0028	130.381118483545	378.219797168471	508.600915652016	5	0
off.729	id0030	id0036	90.3908566017222	418.77540748678	509.166264088503	1	0
off.4033	id0040	id0028	84.0725734341707	425.53617398463	509.6087474188	5	0
off.842	id0030	id0036	113.823527604686	395.983550264268	509.807077868954	1	0
off.10316	id0024	id0034	143.234648253281	366.695492169297	509.930140422579	11	0
off.39792	id0024	id0036	124.818532571015	385.21111227528	510.029644846294	40	0
off.26284	id0033	id0035	290.291650841256	220.009712142061	510.301362983317	27	0
off.26475	id0033	id0035	370.290782552972	140.467920506881	510.758703059853	27	0
off.22183	id0030	id0031	144.803072270366	366.006507797262	510.809580067629	23	0
off.10115	id0024	id0034	111.84090601959	398.99214318524	510.83304920483	11	0
off.4271	id0040	id0028	35.0846161958503	476.836531939503	511.921148135353	5	0
off.38503	id0033	id0028	133.650391273869	378.539804197524	512.190195471393	39	0
off.4217	id0040	id0028	122.041882722653	390.151724980633	512.193607703286	5	0
off.49841	id0023	id0036	232.081600033119	280.595179189462	512.676779222582	50	0
off.43	id0030	id0036	129.446528975197	383.898720612603	513.3452495878	1	0
off.10785	id0024	id0034	151.227341966441	362.296246546108	513.52358851255	11	0
off.26632	id0033	id0035	211.995688802608	301.585992797226	513.581681599834	27	0
off.38444	id0033	id0028	292.776215801609	221.026173879547	513.802389681156	39	0
off.19313	id0023	id0035	258.761039211521	255.740644252124	514.501683463645	20	0
off.4381	id0040	id0028	236.812214659429	278.069091496957	514.881306156386	5	0
off.49489	id0023	id0036	38.5358128120511	476.454699727225	514.990512539276	50	0
off.22354	id0030	id0031	29.651074365895	485.9536780804	515.604752446295	23	0
off.40173	id0030	id0034	138.670563809259	376.959717884274	515.630281693533	41	0
off.49928	id0023	id0036	86.6779539136593	429.014985356951	515.69293927061	50	0
off.4643	id0040	id0028	214.160829401167	302.337917938415	516.498747339582	5	0
off.49656	id0023	id0036	98.1067435548259	418.502408522233	516.609152077059	50	0
off.40642	id0030	id0034	170.445085904882	346.722801376087	517.167887280969	41	0
off.307	id0030	id0036	95.639557569491	421.536068296876	517.175625866367	1	0
off.49352	id0023	id0036	206.846987880508	310.788946804006	517.635934684515	50	0
off.49515	id0023	id0036	105.921260070075	411.732039982706	517.65330005278	50	0
off.40759	id0030	id0034	97.1159486973336	420.606561422089	517.722510119422	41	0
off.10637	id0024	id0034	167.798963771666	350.309990904004	518.108954675671	11	0
off.40717	id0030	id0034	152.939611956529	365.232906471556	518.172518428084	41	0
off.19397	id0023	id0035	136.160759066522	382.036051617084	518.196810683606	20	0
off.4894	id0040	id0028	108.132330013694	410.336697796714	518.469027810408	5	0
off.22630	id0030	id0031	25.1285184887091	493.446714001955	518.575232490664	23	0
off.22232	id0030	id0031	130.999297086251	387.759299117178	518.75859620343	23	0
off.38616	id0033	id0028	234.643873967742	284.482836462351	519.126710430092	39	0
off.4765	id0040	id0028	190.228040145437	329.164697260229	519.392737405666	5	0
off.49877	id0023	id0036	124.624113862622	394.853378436817	519.477492299439	50	0
off.382	id0030	id0036	150.089663908649	369.657327326751	519.7469912354	1	0
off.39859	id0024	id0036	129.596873802432	390.454085355057	520.05095915749	40	0
off.10296	id0024	id0034	165.657393903676	354.571550977654	520.228944881329	11	0
off.49752	id0023	id0036	74.7323180775001	445.77670569052	520.509023768021	50	0
off.10117	id0024	id0034	184.429552905154	336.211423934425	520.640976839579	11	0
off.38266	id0033	id0028	234.339845569705	286.33859677918	520.678442348884	39	0
off.4970	id0040	id0028	261.293797313564	259.564416562732	520.858213876297	5	0
off.39925	id0024	id0036	156.641547370571	364.594540161428	521.236087532	40	0
off.10166	id0024	id0034	241.838224896674	279.50654693347	521.344771830144	11	0
off.10611	id0024	id0034	253.106477151456	268.287511425927	521.393988577383	11	0
off.4768	id0040	id0028	90.1238263892839	431.429623812784	521.553450202068	5	0
off.4138	id0040	id0028	141.903837203451	379.651649341592	521.555486545043	5	0
off.121	id0030	id0036	-15.9926444657781	537.568326708677	521.575682242899	1	0
off.19282	id0023	id0035	132.388423672751	389.26486436454	521.653288037291	20	0
off.22871	id0030	id0031	110.747008653351	410.917897749143	521.664906402494	23	0
off.22180	id0030	id0031	54.7902430503424	466.886888642511	521.677131692853	23	0
off.10150	id0024	id0034	136.225403360894	386.151159986754	522.376563347648	11	0
off.38411	id0033	id0028	258.159253714677	264.370626339492	522.529880054169	39	0
off.10519	id0024	id0034	246.5307413477	276.491287160567	523.022028508267	11	0
off.506	id0030	id0036	45.8596345124622	477.250187659867	523.109822172329	1	0
off.49008	id0023	id0036	149.972278871951	373.687086472589	523.65936534454	50	0
off.4003	id0040	id0028	106.756164997524	417.20058428968	523.956749287205	5	0
off.22801	id0030	id0031	66.8594022059167	457.240655757836	524.100057963753	23	0
off.65	id0030	id0036	120.751812030392	403.514701643363	524.266513673754	1	0
off.38596	id0033	id0028	253.629000281995	270.707914991648	524.336915273643	39	0
off.40626	id0030	id0034	230.845389547266	293.654742189779	524.500131737045	41	0
off.19091	id0023	id0035	129.997675264814	394.61505280388	524.612728068694	20	0
off.40502	id0030	id0034	223.024882710466	301.64095226116	524.665834971626	41	0
off.40665	id0030	id0034	189.371528046062	335.299289008519	524.670817054581	41	0
off.40281	id0030	id0034	132.437093763225	392.843263637666	525.280357400891	41	0
off.19744	id0023	id0035	185.353961457706	339.940858608987	525.294820066694	20	0
off.19153	id0023	id0035	170.049651810054	355.523879336699	525.573531146753	20	0
off.22280	id0030	id0031	56.8134728474583	468.850905355905	525.664378203363	23	0
off.49146	id0023	id0036	149.052640281979	376.761279053675	525.813919335654	50	0
off.19877	id0023	id0035	223.283971077573	302.588242130366	525.872213207939	20	0
off.38650	id0033	id0028	223.710091370858	302.709174410432	526.41926578129	39	0
off.49451	id0023	id0036	192.896848646535	334.293506166662	527.190354813198	50	0
off.4810	id0040	id0028	214.826033853134	312.489398158854	527.315432011988	5	0
off.4291	id0040	id0028	144.919666648896	383.180973709831	528.100640358727	5	0
off.10727	id0024	id0034	131.991699912881	396.779627208211	528.771327121092	11	0
off.4792	id0040	id0028	335.030440286278	194.094995521402	529.12543580768	5	0
off.4918	id0040	id0028	136.145110438057	393.240452312989	529.385562751046	5	0
off.40623	id0030	id0034	131.652393979119	397.763981755687	529.416375734806	41	0
off.672	id0030	id0036	-52.7326266290454	582.16491975398	529.432293124934	1	0
off.10980	id0024	id0034	221.727702007485	307.976905553522	529.704607561007	11	0
off.40336	id0030	id0034	202.436206743108	327.426649167996	529.862855911104	41	0
off.22048	id0030	id0031	74.9824248240268	455.00056377328	529.982988597307	23	0
off.49814	id0023	id0036	67.2260368078019	462.833499496415	530.059536304217	50	0
off.39650	id0024	id0036	95.4644055771044	435.154699266307	530.619104843411	40	0
off.19822	id0023	id0035	239.737524976235	291.551294565031	531.288819541266	20	0
off.40171	id0030	id0034	177.520921546039	353.849776994339	531.370698540378	41	0
off.248	id0030	id0036	135.381484686385	396.578887044303	531.960371730687	1	0
off.40967	id0030	id0034	283.431694470515	249.256137603675	532.687832074189	41	0
off.4072	id0040	id0028	115.313846040532	418.298616536684	533.612462577217	5	0
off.49618	id0023	id0036	98.5461918436571	435.220054391685	533.766246235342	50	0
off.808	id0030	id0036	101.560300520695	432.494058383047	534.054358903742	1	0
off.49064	id0023	id0036	106.919910567529	427.879560389065	534.799470956594	50	0
off.39615	id0024	id0036	257.861411909272	277.328432327209	535.189844236481	40	0
off.39606	id0024	id0036	137.141781020324	398.102239915057	535.24402093538	40	0
off.103	id0030	id0036	266.486318572037	268.846358190022	535.332676762059	1	0
off.40009	id0030	id0034	134.189381295469	401.48972896317	535.679110258639	41	0
off.38045	id0033	id0028	217.106736283867	318.935204707881	536.041940991748	39	0
off.4349	id0040	id0028	168.328569215581	367.89076241574	536.219331631322	5	0
off.19377	id0023	id0035	166.825778650481	369.565973383637	536.391752034118	20	0
off.39027	id0024	id0036	181.420417203381	355.109518290213	536.529935493594	40	0
off.38586	id0033	id0028	162.415374393315	374.681796585287	537.097170978602	39	0
off.39968	id0024	id0036	42.4608354905838	495.059907266215	537.520742756798	40	0
off.38468	id0033	id0028	232.035689820797	306.077116243681	538.112806064478	39	0
off.817	id0030	id0036	174.041420578124	364.097533907035	538.138954485159	1	0
off.40945	id0030	id0034	189.989970189603	348.551153249659	538.541123439262	41	0
off.22087	id0030	id0031	45.5212456099537	493.145232747101	538.666478357054	23	0
off.26498	id0033	id0035	291.274400821033	248.002665564446	539.277066385479	27	0
off.19946	id0023	id0035	229.690850566989	309.693780483502	539.384631050492	20	0
off.49661	id0023	id0036	162.304199331588	377.140003903255	539.444203234843	50	0
off.19936	id0023	id0035	258.470622575307	281.083471921047	539.554094496354	20	0
off.38538	id0033	id0028	201.084435328198	338.563643567108	539.648078895305	39	0
off.39013	id0024	id0036	106.263252393843	433.782281731571	540.045534125414	40	0
off.49166	id0023	id0036	203.44566117684	336.670077105009	540.115738281848	50	0
off.49136	id0023	id0036	52.9831647874991	487.240550155971	540.22371494347	50	0
off.39490	id0024	id0036	117.463941208825	424.164531039357	541.628472248181	40	0
off.49309	id0023	id0036	136.509748842539	405.229296520299	541.739045362838	50	0
off.22572	id0030	id0031	148.167989065247	394.114763080899	542.282752146146	23	0
off.26151	id0033	id0035	231.527098438167	310.904331172498	542.431429610665	27	0
off.49780	id0023	id0036	124.81184328484	417.811966722234	542.623810007074	50	0
off.19601	id0023	id0035	143.285833502217	399.737907379367	543.023740881584	20	0
off.375	id0030	id0036	139.513030186905	403.589544803722	543.102574990627	1	0
off.26786	id0033	id0035	196.922016016553	346.238549030994	543.160565047548	27	0
off.10954	id0024	id0034	163.741614366024	379.475884369533	543.217498735557	11	0
off.26577	id0033	id0035	283.539562071348	259.778806852774	543.318368924122	27	0
off.19243	id0023	id0035	125.49507976085	418.404790117599	543.899869878448	20	0
off.19478	id0023	id0035	176.413314075125	367.562515072642	543.975829147766	20	0
off.10539	id0024	id0034	181.52271202036	362.651643647718	544.174355668077	11	0
off.4494	id0040	id0028	90.0590327430925	454.716684926853	544.775717669946	5	0
off.38486	id0033	id0028	247.819218844092	297.038591115689	544.857809959782	39	0
off.4474	id0040	id0028	105.082514161629	439.917088709253	544.999602870882	5	0
off.19676	id0023	id0035	195.916693579223	349.528072485282	545.444766064505	20	0
off.40207	id0030	id0034	183.331356555934	362.807490080561	546.138846636495	41	0
off.38090	id0033	id0028	242.990736597051	303.267258967117	546.257995564167	39	0
off.343	id0030	id0036	120.579134018147	425.744656056434	546.323790074581	1	0
off.26878	id0033	id0035	305.025053266901	241.555226542308	546.58027980921	27	0
off.40264	id0030	id0034	121.82674416459	424.792617318362	546.619361482952	41	0
off.339	id0030	id0036	135.100262987359	411.907635120618	547.007898107977	1	0
off.218	id0030	id0036	-2.52436718734707	549.695587021234	547.171219833887	1	0
off.39304	id0024	id0036	150.356218116275	397.457785405245	547.814003521521	40	0
off.38142	id0033	id0028	256.799373850509	291.073250180727	547.872624031236	39	0
off.22854	id0030	id0031	124.109287102998	424.063495844904	548.172782947902	23	0
off.19995	id0023	id0035	236.274908666658	312.005526936716	548.280435603374	20	0
off.22577	id0030	id0031	94.017098757509	454.626603307533	548.643702065042	23	0
off.682	id0030	id0036	64.5788352861146	484.102732118619	548.681567404733	1	0
off.4130	id0040	id0028	157.702609994334	391.03984532172	548.742455316053	5	0
off.49531	id0023	id0036	183.736385605237	365.600446610628	549.336832215864	50	0
off.642	id0030	id0036	201.723879095235	348.465413499202	550.189292594437	1	0
off.49504	id0023	id0036	255.884239589167	294.795199455383	550.67943904455	50	0
off.4439	id0040	id0028	139.516804119332	411.530203062674	551.047007182006	5	0
off.22764	id0030	id0031	117.312882709838	433.860131899645	551.173014609483	23	0
off.38593	id0033	id0028	231.49749137275	320.478703789049	551.9761951618	39	0
off.4508	id0040	id0028	236.673688376174	316.306338356025	552.980026732198	5	0
off.26823	id0033	id0035	217.230154221399	335.975916617215	553.206070838614	27	0
off.4056	id0040	id0028	242.824053941595	310.484908013155	553.30896195475	5	0
off.40219	id0030	id0034	193.59630797467	359.758858403041	553.35516637771	41	0
off.39801	id0024	id0036	175.523130115585	378.770034081292	554.293164196877	40	0
off.22008	id0030	id0031	24.9126487318052	529.854802030287	554.767450762092	23	0
off.40302	id0030	id0034	228.141214519741	326.668698544972	554.809913064713	41	0
off.38551	id0033	id0028	190.880532537953	364.185485387	555.066017924952	39	0
off.39714	id0024	id0036	70.1163754810602	485.339187563567	555.455563044627	40	0
off.40683	id0030	id0034	209.585247876959	346.000092690322	555.585340567281	41	0
off.40190	id0030	id0034	219.87921647585	336.846072786948	556.725289262798	41	0
off.10041	id0024	id0034	165.002880987659	392.01200882524	557.014889812899	11	0
off.22377	id0030	id0031	125.954295038108	431.107269053257	557.061564091364	23	0
off.49857	id0023	id0036	148.618472610942	408.564879671521	557.183352282463	50	0
off.38611	id0033	id0028	240.489345702747	316.762857633051	557.252203335798	39	0
off.557	id0030	id0036	81.2248299375724	476.270747068083	557.495577005655	1	0
off.39793	id0024	id0036	256.109031391546	302.005298421332	558.114329812877	40	0
off.39647	id0024	id0036	9.84715289025726	548.840284429892	558.687437320149	40	0
off.49718	id0023	id0036	131.376559737314	427.365106501999	558.741666239313	50	0
off.49341	id0023	id0036	94.5519668416358	464.370988825494	558.922955667129	50	0
off.39949	id0024	id0036	200.540323614397	358.386021904479	558.926345518876	40	0
off.39774	id0024	id0036	62.0488565765524	497.224500062707	559.273356639259	40	0
off.38479	id0033	id0028	233.648200093202	326.837267983029	560.485468076231	39	0
off.10659	id0024	id0034	126.539045847409	434.138758379162	560.677804226571	11	0
off.49217	id0023	id0036	186.116996478826	374.770178141705	560.887174620531	50	0
off.49205	id0023	id0036	109.052849899909	452.117264807329	561.170114707239	50	0
off.4982	id0040	id0028	204.335655155496	357.157184498699	561.492839654195	5	0
off.26909	id0033	id0035	233.447232729682	328.664993070537	562.11222580022	27	0
off.295	id0030	id0036	204.449275343204	357.722258463489	562.171533806692	1	0
off.39378	id0024	id0036	211.44464267373	351.157092952889	562.601735626619	40	0
off.49072	id0023	id0036	67.9221395319321	495.139809524244	563.061949056176	50	0
off.10260	id0024	id0034	170.319857887851	393.253452978042	563.573310865893	11	0
off.22314	id0030	id0031	142.33984836995	421.451544718958	563.791393088907	23	0
off.19111	id0023	id0035	119.389942759135	444.471071260311	563.861014019446	20	0
off.39214	id0024	id0036	136.07913466637	428.429288284944	564.508422951315	40	0
